Wir dürfen nicht nur über Verantwortung reden sondern müssen deutsche und europäische Interessen klarer definieren Nur dann kann der Westen im 21 Jh bestehenGelungener Auftakt des ASP zur Münchner Sicherheitskonferenz 2020 MSC2020ASPderCSU MunSecConf CarloMasala1 CSU 	OTHER	OTHER
Kaum hat AKK ihren Rückzug angekündigt bringen sich die neoliberalen Rechtsausleger der CDU händereibend in Stellung Eines unserer größten Probleme ist ein Mangel an sozialem Zusammenhalt und Absicherung Typen wie Merz wirken da wie Öl im ohnehin lodernden Feuer	OTHER	OTHER
Wichtiges Zeichen von HeikoMaas u Jean Asselborn Gibt nicht umsonst ein Europa der Regionen 🇪🇺 Xavier_Bettel spdbt 	OTHER	OTHER
Natürlich kann man starke Zeichen setzen da stimme ich zu Aber geht das denn immer nur auf ganz großer Bühne Auch ohne Medien kann man hier Gesprächseinladungen annehmen oder eben doch mal hinfahren - wie fast alle anderen die damals angegriffen wurden 	OTHER	OTHER
Spahn ist mit Immunitätsausweis auf dem Holzweg Tests sehr unzuverlässig Immunitätsschwelle unklar und hängt vom Test ab Zahl falsch positiver ist zu hoch weil Prävalenz gering Diskriminierung droht für Testverweigerer  Coronapartys für Auslandsreise 	OTHER	OTHER
Lesenswert ☝🏻 Union CDU CSU VolksparteiDerMitte 	OTHER	OTHER
Greta Thunberg und Donald Trump haben mehr gemeinsam als ihnen lieb ist Sage ich ja angstUnternehmer  	OTHER	OTHER
cleanstrom muenchnerrunde BR24 Wir GrueneBundestag fordern die Einrichtung eines Krisenstabes durch BuReg einen Rassismusbeauftragten  ein Demokratiefördergesetz eine Verschärfung des Waffenrechts ein unabhängiges Institut zum Schutz der Verfassung Konkret genug Schau mal hier 	OTHER	OTHER
Ein Erfolg der deutschen Diplomatie HeikoMaas erläutert die Ergebnisse des Berliner Prozesses 	OTHER	OTHER
Vollständige Pressemitteilung hier	OTHER	OTHER
PhlpZnr olafinderbeek Es fehlen zehntausende Erzieher Wir müssen Beruf und Ausbildung attraktiver machen indem wir das Schulgeld abschaffen eine flächendeckende Ausbildungsvergütung einführen und für eine bessere Bezahlung nach der Ausbildung sorgen 2/2	OTHER	OTHER
mypresident 	OTHER	OTHER
Ready for supertuesday2020  NotMeUs Sanders 	OTHER	OTHER
10 people followed me and 2 people unfollowed me // automatically checked by 	OTHER	OTHER
Allen Bulgarinnen  Bulgaren gratuliere ich zum Nationalfeiertag 🇧🇬 Die EU  der Nationalstaat sind zwei Seiten derselben Medaille Lasst uns weiter gemeinsam an unserer europäischen Zukunft arbeiten Danke für die Einladung zu den Feierlichkeiten liebe EZaharievaMFA 🇧🇬🇪🇺🇩🇪 	OTHER	OTHER
junomaerz gruene_berlin KiezbueroS Blumenkind_92 ❤️💜💚	OTHER	OTHER
Wir brauchen mehr internationale Koordination insbesondere im Gesundheitsbereich um die aktuellen und zukünftigen Krisen gemeinsam und besser bewältigen zu können als jetzt WHO Trump Corona COVID19	OTHER	OTHER
heronie__ Ne darum geht es nicht Es geht darum dass mit dieser Statue einem Mann der für Massenmord und Totalitarismus steht ein Denkmal gesetzt wird TB	OFFENSE	OTHER
NikolasKaranik2 und seine Familie wurden Opfer eines ausländerfeindlichen Angriffs In den letzten Jahren wurde bei Gewalt von rechts schon jede Menge versemmelt Daraus sollten die Ermittlungsbehörden gelernt haben buntstattbraun SPD Solidarität 	OFFENSE	OTHER
ErbPatrick AfDimBundestag Junge_Freiheit 😂😂😂 Okay der war gut	OTHER	OTHER
Buongiorno aus Berlin heute Sitzungsmararhon im Bundesfinanzierungsgremium	OTHER	OTHER
Marvin_Weg Kläre ich morgen und melde mich	OTHER	OTHER
MartinWelk Wie meinen Sie das/was meinen Sie damit	OTHER	OTHER
wiebkehollersen WELTAMSONNTAG Deutschland verliert unter der Moralpeitsche jegliches Gefühl für notwendigen FortschrittDass Max Planck zudem seine leading edge -Forscher im Regen stehen lässt ist ein Skandal den niemand hierzulande juckt	OTHER	OTHER
Thomaschke mq86mq Sie werden wissen dass alle diskutierten Vorschläge Gewinner und Verlierer haben weshalb Mehrheitsfindung nicht ganz einfach ist  Deshalb Überlegung statt über Reduktion der Wahlkreise zu überlegen ob Zahl der qua Erststimme Gewählten anders verringert werden kann	OTHER	OTHER
Gleich Anstoß auf der Bielefelder Alm 	OTHER	OTHER
Hallaschka_HH Tagesspiegel Tsp_Spandau Es gab keinerlei Absprache Die SPD musste sich zu einem Antrag verhalten und hat ihn aus sachlichen Gründen abgelehnt Das ist etwas völlig anderes als sich zur Wahl zu stellen wissend dass man nur mit AfD-Stimmen gewählt werden kann - und die Wahl dann auch noch annehmen	OTHER	OTHER
Bei meinem Besuch in Warschau habe ich viel über die polnische Seele gelernt und gute Gespräche geführt Meine dortigen Kollegen und mich eint der Anspruch mit unserer Europapolitik konkrete Verbesserungen für den Alltag der Menschen zu erreichen 	OTHER	OTHER
 hat jetzt über 24 Stunden von Emsdetten nach Berlin gebraucht und bedankt sich bei allen die mitgeholfen haben dass bei Sabine offenbar niemand ernsthaft zu Schaden gekommen ist 🌬	OTHER	OTHER
Ich finde den Versuch der SPD die FDP und die CDU aus dem Konsens demokratischer Parteien hinaus zu definieren menschlich problematisch parlamentarisch unkollegial und politisch dumm	OTHER	OTHER
CDU Anhalt-Bitterfeld – Chaotisch Doppelzüngig Unglaubwürdig | AfD Kreisverband Anhalt-Bitterfeld Sehr guter Beitrag Lesenswert  	OTHER	OTHER
Warme Worte helfen nicht gegen das  coronavirus  Schaffen Sie jetzt einen Ausgleichsfonds für das Bayerische handwerk  Markus_Soeder  Corona-Verluste können und müssen unkompliziert ausgeglichen werden dashandwerk hwk_muenchen BayernSPD	OTHER	OTHER
CduModerne cducsubt helgelindh Das meinen Sie hoffentlich nicht ernst Wer Gewalt rechtfertigt relativiert oder verharmlost der kann kein Demokrat mehr sein Und der hat offenbar auch noch nie Gewalt am eigenen Leib erlebt🙄	OTHER	OTHER
Hierzu berichtet auch die New York TimesEU Officials Push for Bloc to Enforce Libya Arms Embargo	OTHER	OTHER
Die Waffenbehörden müssen hier auch in Krisenzeiten auf der Basis des geltenden Rechts genau prüfen ob die Antragsteller über die nötige Zuverlässigkeit verfügen damit Waffen nicht in falsche Hände geraten	OTHER	OTHER
ParaSiempreSola Da haben Sie absolut Recht Digitalisierung sollte genau deshalb auch von Jugendlichen als Teil des Berufs gesehen werden TB	OTHER	OTHER
AliKaanSevinc So ein Unsinn Ihr Dauer-Laschet-Bashing ist auch sehr durchschaubar Glücklicherweise zeigen auch die Umfragen dass NRW mit der derzeitigen Landesregierung auf dem richtigen Weg ist Gut dass die Menschen Kraft Jäger etc abgewählt haben	OFFENSE	OTHER
LiberoFCA Danke für die Aufmunterung TB	OTHER	OTHER
jsuedekum MakronomMagazin Übrigens damit wir auch da klar sind eine Stadt wie Duisburg mit ihrem Einwohnerschwund und ihrer  Wirtschaft Hat sicher Hilfe nötig Frage ist nur welche und sie muss fair sein gegenüber den anderen	OTHER	OTHER
Wie will die Bundesregierung die Funklöcher stopfen Sehenswerter Beitrag von zeitonline und funk Unser Vorschlag zur Schließung der Weißen Flecken könnt ihr hier nachlesen 	OTHER	OTHER
Das Ranking der Firmen beim Klimaschutz wirkt sich zunehmend auf den Wert der Aktie aus Ein weiteres Beispiel dafür dass unsere heutigen Klimaschutzziele zu niedrig sind und ein massiver Ausbau der erneuerbaren Energie auch unsere Arbeitsplätze sichert  	OTHER	OTHER
Mit Sigrid Nikutta DB_Cargo kurz vor dem Beginn des Politikaward 	OTHER	OTHER
Wahlsieg für die Linkspartei SinnFein in Irland Gratulation Mobilisierende Themen waren gute Arbeit und Löhne der Mangel an bezahlbarem Wohnraum und Steuergerechtigkeit 	OTHER	OTHER
Klar und differenziert auf den Punkt gebracht von SsamanMardi Sehenswert Heute Abend in ARD_BaB 	OTHER	OTHER
StefanSasse PBahners CarloMasala1 Die_Gruenen Die FDP steht zusammen mit den Grünen bei jeder Wahl bei der Wählerwanderung zur/von der AfD immer an letzter Stelle Nur zur Info	OTHER	OTHER
Reden ist Silber Handeln ist Gold fdpbt handelt so wie wir es von anderen erwarten💪 grüne reden Maßnahmen ohne Wirkung herbei die dann andere umsetzen sollen 🤔	OTHER	OTHER
Die Lösung kann nur europäisch nicht national sein Wollen wir Sicherheit  Stabilität innerhalb unserer 🇪🇺 Grenzen haben muss Europa zu einem Akteur jenseits der europäischen Grenzen werden - dort wo die Ursachen für die Probleme liegen 2/2	OTHER	OTHER
cos_meyer Aber gerade Kinder sind ja keine risikogruppe wenn es zu medikamentenmangel kommt und auch eher selten Krankenhauspatienten	OTHER	OTHER
Es sind schwierige EntscheidungenX die immer den Fokus der Gesundheit im Blick haben Hier gibt es im Detail nachzulesen welche Lockerung zu Corona der Senat beschlossen hat 	OTHER	OTHER
horatiorama hllizi 	OTHER	OTHER
FrankWeyhers rawhead2 JuergenJoost OlafScholz Politikerkarriere Ich habe viele Jahre in Produktion und Gastronomie als Chauffeurin als Paketzustellerin als Schreibkraft und dann in der Softwareentwicklung gearbeitet u dann drei Kinder beim Erwachsenwerden begleitet bevor ich vor 6 Jahren in den Bundestag gewählt wurde	OTHER	OTHER
BeschämendDie eine Seite instrumentalisiert die Geflüchteten als Hebel zur Durchsetzung eigener geostrategischer Interessen die andere Seite versucht sie sich mit ähnlicher Entschlossenheit vom Leib zu halten als handle es um ein neuartiges schwer ansteckendes Virus Europa 	OFFENSE	OTHER
Du bist medieninteressiert Zwischen 16 und 20 Jahre Vom 21 bis 28032020 findet der Jugendmedienworkshop 2020  Stadt Land Flucht- Lebens- und Wohnräume heute und in Zukunft in Berlin statt Die Bewerbungsfrist läuft noch bis zum 2601 	OTHER	OTHER
Wer als Sportschütze Waffen besitzt muss seine Eignung in jeder Hinsicht nachweisen Die Koalition muss jetzt die von Seehofer nach dem rechtsterroristischen Anschlag von Hanau geforderte umfassende Eignungsprüfung für Waffenbesitzer umsetzen 	OTHER	OTHER
Duisburg hat seit heute ein Autokino 🎥🚘 Heimat Kino Autokino 	OTHER	OTHER
TobiasBunde Sollen wir das mal bei Gelegenheit live diskutieren Vermutlich am sinnvollsten / spannendsten	OTHER	OTHER
ThBeschorner Was relevant ist entscheiden nicht Sie	OTHER	OTHER
Meine Worte schon lange Repräsentative Tests in klaren zeitlichen Abständen Corvid19DE Die Risikogruppen müssen identifiziert informiert und geschützt werden Auch in den Schulen Landkreisweite Risikoklassen digital unterrichtet von den Ü60 Lehrern fdpbt 	OTHER	OTHER
Noroscam 🤦🏻‍♂️	OTHER	OTHER
Deine Werbung hat verfangen so könnte man sagen 💪🏼👏🏼👏🏼 	OTHER	OTHER
Auch Wirtschafts- Verkehrs- und Außenministerium müssen in den Corona Krisenstab Die Krisengefahr geht über die reine Gesundheitspolitik weit hinaus	OTHER	OTHER
Die Europäische Union verfügt über Gelder und Ausrüstung für eine staatliche nicht-militärische Seenotrettung im Mittelmeer Die EU-Mittel werden aber nicht angefragt Mein Beitrag zum vorsätzlichen Ertrinkenlassen im Mittelmeer bei Freiheits_liebe	OTHER	OTHER
DerUrBerliner Es stimmt der Verkauf der GSW durch den damaligen Senat war ein Fehler Aber nicht vergessen	OTHER	OTHER
Meine Daumen sind gedrückt für TschenPe und dafür dass die afd heute aus dem Parlament fliegt Macht es uns vor liebe Hamburgerinnen und Hamburger 	OTHER	OTHER
großartig Das hat sowas von gefehlt ⬇️ 	OTHER	OTHER
Meine Rede zum Coronasteuergesetz  afd  	OTHER	OTHER
Den Angriff auf J Milaschina und M Dubrowina verurteile ich auf das Schärfste Meine Erklärung zum Vorfall in Grosny am 6 Februar 	OTHER	OTHER
Dieses ausbeuterischen System in den Schlachtbetrieben gehört abgeschafft westfleisch corona 	OTHER	OTHER
Bund  Länder bleiben weiterhin Fahrplan für weitere Öffnung schuldig Lockerungen im Einzelhandel sollten von klaren Kriterien  nicht willkürlich von Ladengröße abhängig gemacht werden Händler  Dienstleister brauchen nachvollziehbare Regelungen 	OTHER	OTHER
SPDbewegt fröhlicher gruss zurück aus der sonnigen freien und hansestadt 👌🏻	OTHER	OTHER
politisch_und_k Das Rechte politischen Gegnern gerne den Mund verbieten wollen wissen wir seit 1933 Ich empfehle mal das Grundgesetz zu lesen	OTHER	OTHER
Dem ist nichts hinzufügen 	OTHER	OTHER
Bonjour  good morning Brussels On my way to the PES_PSE Ministers breakfast with PaoloGentiloni followed by the Council Meeting of Ministers for Europe On our agenda future relations EU-UK 🇪🇺🇬🇧  enlargement preparation of next EUCO 	OTHER	OTHER
BMWi_Bund MKreutzfeldt news_rapha bmu peteraltmaier Was werden Sie tun peteraltmaierGebäudesektor wird laut Prognose in 2030 über 24% MEHR CO2 emittieren als BuReg-SektorzielSie müssen dafür sorgen dass Gebäude die heute gebaut werden klimaneutral sindAlles andere ist volkswirtschaftlich UnsinnGebäudeenergiegesetz	OTHER	OTHER
lutzmache Genau Nun ist es raus 🤪	OTHER	OTHER
bstrasser BBK_Bund Dann kann die FDP ja unserem Antrag zustimmen das BBK mit einer Zentralstellenfunktion auszustatten	OTHER	OTHER
AfD muss Wahlkfabschluss außerhalb Hamburgs abhalten 	OTHER	OTHER
GoersHennes BdB_Deutschland Ich weiß 🙏 Wir hatten erst Ende letzten Jahres eine sehr große Konferenz im Bundestag zur UNBRK die meine Kollegin crueffer organisiert hat	OTHER	OTHER
Los geht’s Leipzig Ran an der Wahlurnen Damit Leipzig sich weiter prächtig entwickelt und so vielfältig charmant bleibt heute Burkhard_Jung wählen	OTHER	OTHER
Sie verhindern Straftaten Sie vermitteln Kontakt zu Beratungsstellen bei Drogenkonsum oder Schulden Sie vermitteln Regeln Sie machen Menschen stark die alleine nicht stark sindSozialarbeiter*innen sind der Kitt unserer Gesellschaft die auseinanderfällt4/x	OTHER	OTHER
Religionen 40 Zeugen Jehovas halten einen elektronischen Wachturm auf einem tablet in die Höhe Gesehen heute am Bhf Potsdamer Platz Ich musste 2 Mal hingucken	OTHER	OTHER
Welcome to AndrewLittleMP  Newsealand‘s Minister of Justice  BMJV_Bund  Germany is one of the supporters of the Christchurch Call to eliminate terrorist and violent extremist content online 🇳🇿 	OTHER	OTHER
Saarbrücken setzt auf Wasserstoff nicht auf Elektromobilität Klug  	OTHER	OTHER
DMK111 Überflüssiger Hinweis 	OTHER	OTHER
erzgruen und dann hat es über Nacht noch geschneit und wir tagen im verschneiten Annaberg-Buchholz ldksn Erzgebirge	OTHER	OTHER
2 Schuldenbremse oftmals teurer für Steuerzahler So würden Zinslasten bei Übernahme durch Bund nicht nur für überschuldete Kommunen sondern auch die Steuerzahler sinken weil der Bund sich günstiger refinanzieren kann 	OTHER	OTHER
Bezeichnend dass dieLinke dagegen demonstriert dass wir den Mietendeckel vom Verfassungsgericht prüfen lassen Merkwürdiges Verständnis von Rechtsstaat - Verfassungsgemäß ist eben nicht alles was ideologisch geprägt von Linken beschlossen wird 	OTHER	OTHER
Es gibt viel Neid und Missgunst in der Welt Deshalb sollte man sich schützen können 	OTHER	OTHER
LeweMarkus muenster_de Danke für die Info Bin zuversichtlich dass wir das in Münster so gut wie möglich hinkriegen	OTHER	OTHER
Warum werden eigentlich Hotels und Gaststätten von  Corona Öffnungsstrategie ausgenommen Man kann auch in Restaurants Abstände einhalten Und warum sollen Familien in engen Großstadtwohnungen in den Pfingsferien nicht ein paar Tage in einem Allgäuer Hotel verbringen	OTHER	OTHER
Schmidtlepp Ich warte gespannt auf die Fortschritte beim Klavierspiel 🎹  😎 igorpianist	OTHER	OTHER
RomanGrabolle Burkhard_Jung Wieder was gelernt Dass der Knochenplatz in Lindenau liegt wusste ich Hatte mich aber immer über den Namen gewundert 😬	OTHER	OTHER
MartinGreive jsuedekum Sollte natürlich doch heißen	OTHER	OTHER
RobertEckelmann das sind 2 paar schuhe	OTHER	OTHER
SusanneSpaun D_Herrmann sarfeld Ersteres hat er jedenfalls nicht	OTHER	OTHER
BachmannRudi handelsblatt CKemfert  null Emissionen bei Wärme Verkehr Industrie kommt wie man eine extrem auf fossilen Rohstoffen basierende Ökonomie in wenigen Jahren komplett transformiert das alles sind maximal Nischenthemen und nicht im Mainstream in der klassischen VWL besonders in D 2/2	OTHER	OTHER
wiese_r Das war sehr früher Nachmittag	OTHER	OTHER
So sieht die Anhörung zur Schuldenbremse und Investitionen aus Bisher sehr sachlicher Diskurs 	OTHER	OTHER
Sehr schön - Kantate 2020 Juniorkantorei Neuruppin 	OTHER	OTHER
annamakoll solms YouTube Wenn ich wieder etwas näher an den Solms ran kann 😷🤓	OTHER	OTHER
Meine Frage an die Frau Bundeskanzlerin Merkel heute Der Auftakt zur morgigen Plenarsitzung im Bundestag Kulturerhalten KulturtrotzKrise Corona COVID19  GrueneBundestag 	OTHER	OTHER
BM franziskagiffey zu Gast in guenzburg zum Fachgespräch Gemeinsam gegen den Fachkräftemangel in unseren Kindergärten und -Tagesstättengerhardjauernig bundeswahlkreisneuulm kindergarten 	OTHER	OTHER
Wir wollen diesen Kindermissbrauch beenden und unterstützen daher das Kinderhilfswerk der Vereinten Nationen und andere internationale Organisationen die sich gegen die Rekrutierung von Kindersoldaten einsetzen unicefyouth	OTHER	OTHER
75 Jahrestag der Befreiung von Auschwitz Die Bundesregierung muss sich an die Seite Israel|s und des iran|ischen Volkes stellen und nicht auf die Seite der Tyrannen von Teheran AfD 	OTHER	OTHER
ZeGrumpyGerman violine1909 Nicht mal bei 4580 brutto sondern bei 4850 zu versteuerndem Einkommen pro Monat	OTHER	OTHER
beimwort btw ein angemessene Würdigung in der Zeit bertpsch	OTHER	OTHER
Linksextremistmus AfD-Bundeschef Chrupalla bei Feueranschlag verletzt 	OTHER	OTHER
augustaugust86 	OTHER	OTHER
andreas_huber Guter Punkt	OTHER	OTHER
ThomasSigmundHB josefheynckes blaupausen Er ist im Herzen ein Gelber 💛 Er kann es nur nicht so zeigen	OTHER	OTHER
DB_Bahn Warum fährt der Zug von Berlin nicht weiter nach Hamburg	OTHER	OTHER
Die Situation in den Lagern auf den griechischen Inseln ist dramatisch filizgreen und ich zu unseren Vorschlägen Geflüchtete zu evakuieren und ein Kontingent besonders Schutzbedürftiger in Deutschland aufzunehmen 	OTHER	OTHER
Danke für die Wertschätzung Stolz wie Bolle Engagement Mestemacher Mütter Väter nurmals 	OTHER	OTHER
doc3008 Susanne45217800 webmonster Julia42833681 spdde spdbt spd_netzpolitik Open Source muss es sein und soweit ich weiß haben sich CCC und heise zu  Technologie und Konzept auch schon zustimmend geäußert	OTHER	OTHER
JoePaperboy GeorgStieler Oha 😏 Do it 😉	OTHER	OTHER
danielker Bitte auch in XXXL	OTHER	OTHER
HydrogenSoluti1 lach fröhlicher gruss zurück aus der sonnigen freien und hansestadt 👌🏻	OTHER	OTHER
naturale_hank Ich habe jeden Tag Kontakt zu Menschen die von der Krise betroffen sind und Hilfe suchen Oder Antworten suchen Und ich halte das alles gut aus	OTHER	OTHER
Heute ist Tag der Kinderbetreuung Gerade in dieser schwierigen Zeit bin ich dankbar für alle die unsere Kleinen behüten und betreuen Erzieher in der Notbetreuung Eltern im Homeoffice und Verwandte die einspringen Ihr alle leistet Unermessliches esgehtumdiezukunft	OTHER	OTHER
PhotosOfMyLife Alleswandeltsich* Jeden Tag ein Foto Eine Woche lang* Keine Menschen keine Erklärungen* Jeden Tsg eine Einladung sich zu beteiligen* Eingeladen von svenseele Meine Einladung sich zu beteiligen geht heute an EnricoTokarEU 	OTHER	OTHER
Berlin Besuch im Büro Baumann - Bernd hatte fürs Foto leider keine Zeit😉 Danke auch für den leckeren Kaffee ☕️ 👍 - komme gerne wiederAfD Berlin Bundestag Brandner 	OTHER	OTHER
Freue mich schon auf die Aufnahmen wenn unser Superstar Steinmeier imAusland ein Stadion fülltVermutlich im Iran 	OTHER	OTHER
Die Passage zum Impfpass wurde auch gestrichen	OTHER	OTHER
Vielleicht ist ein tiefrotes Minus beim Fiskus endlich Grund genug den Zinssatz für Steuernachzahlungen von 6 % an die Realität anzupassen Zeit wäre es die Verzinsung bei Steuererstattungen und Steuernachzahlungen zu senken OlafScholz markusherbrand	OTHER	OTHER
SsamanMardi immer 🥳	OTHER	OTHER
stephan_balling womei68 Naja Alte Entscheidungen kann man nicht ungeschehen machen Gerade die sozial relevanten Entscheidungen fehlen ja noch bzw da kommen noch Kosten Grundrente Kindergrundsicherung	OTHER	OTHER
Wir haben ein NATO-Mitglied welches einen völkerrechtswidrigen Krieg in Syrien führt und offensiv mit einem Gegenüber der NATO kooperiert Dagegen ist das mit den Flüchtlingen ein eher kleines Problem Tuerkei 	OTHER	OTHER
arndhenze andikynast Dann muss man das halt flexibel in kleineren Gruppen und zu verschiedenen Tageszeiten organisieren Andere Länder kriegen das auch hin	OTHER	OTHER
Jim1panse Da das Innenministerium nicht in FDP-Hand liegt können wir Ihnen das nicht beantworten Ansonsten gerne mal nachschauen welche Organisationen und Gruppierungen der Verfassungsschutz beobachtet TB	OTHER	OTHER
JiyanGcer1 Markus_Soeder ArminLaschet Thema Unterversorgung Schutzgütern Masken etc ist auch ein eklatantes Versagen	OTHER	OTHER
IreneLienshoeft akk Sie machen es nur noch schlimmer Vielleicht machen Sie mal Twitter-Pause für heute Mindestens	OTHER	OTHER
unbanJutta TwitterDE	OTHER	OTHER
So Frückstück ist drin Dann drücke ich jetzt endlich mal wieder weiter die DaumenHamburgWahl	OTHER	OTHER
Wie versprochen 1 rki_de mit Expertise im Bereich Öffentlicher Gesundheit stärken  weisungsunabhängig werden2 Präsident/In als Chief Medical Officer der Bundesregierung einsetzen3 In einem reformierten Bundessicherheitsrat einbinden =gt med Expertise COVID19 	OTHER	OTHER
ArminLaschet Es heißt Mund-NASEN-Schutz vom eigentlichen Thema mal abgesehen COVID19	OTHER	OTHER
EskenSaskia Übereifrigeeifernde Antworten sind nie gut	OTHER	OTHER
Für die richtige Therapie brauchen wir die richtige Diagnose Zunahme des Antisemitismus ist erschreckend Dunkelziffer schockierend Dringender Handlungsbedarf 	OTHER	OTHER
China versucht in der Corona-Krise durch knallharte Propaganda das eigene Image aufzupolieren und die Herkunft des Virus zu verschleiern Deutschland und die EU dürfen sich das nicht gefallen lassen und müssen den Versuchen chinesischer Einflussnahme eine klare Absage erteilen 	OFFENSE	OTHER
Verschiebt sich aufgrund Verzögerungen auf 1900 Uhr nach jetzigem Stand	OTHER	OTHER
Nakedchef1982 Ich antworte wie folgt 1 Der Versuch mit Herr Brandner als Ausschussvorsitzender war ja ein gutes Vorbild Nicht 2 Das mag so sein Ich wähle trotzdem keine Rechtsradikalen in hohe Staatsämter	OTHER	OTHER
uedio  Sanders der sich mehr an europäischen Standards Gesundheitssystem öffentliche Bildung Energiewende Umweltpolitik  orientieren will ähnlich wie mit Trump sein soll Das ist Ideologie und nicht faktenbasiert auch hier wieder starker Einschlag der Hufeisendoktrin	OFFENSE	OTHER
Alles geben für fegebanks in Hamburg 	OTHER	OTHER
Aus meiner Morgenlektüre  NaomiAKlein zum GreenNewDeal Die rechten HeartlandLeute stellen den Klimawandel als linke Verschwörung dar während die meisten Linken noch nicht begriffen haben dass die Klimawissenschaft ihnen das stärkste Argument gegen Kapitalismus liefert	OFFENSE	OTHER
